Trace 0,0.021200750023126602
FOSCTTM 0,0.42871123155676005
Trace 1,0.01913875713944435
FOSCTTM 1,0.3786195286195286
Trace 2,0.1458333432674408
FOSCTTM 2,0.23888888888888893
Trace 3,0.004592572804540396
FOSCTTM 3,0.42572054146128224
Trace 4,0.013613231480121613
FOSCTTM 4,0.3460070463887258
Trace 5,0.0017890773015096784
FOSCTTM 5,0.42987396046156945
Trace 6,0.049533721059560776
FOSCTTM 6,0.37231182795698925
Trace 7,0.019451575353741646
FOSCTTM 7,0.3685192589630814
Trace 8,0.006441717501729727
FOSCTTM 8,0.4444255093539347
Trace 9,0.01416765060275793
FOSCTTM 9,0.42173615857826385
Trace 10,0.03283064439892769
FOSCTTM 10,0.3373941889727751
Trace 11,0.03782598674297333
FOSCTTM 11,0.3751459549624688
Trace 12,0.029025055468082428
FOSCTTM 12,0.40678769814388294
Trace 13,0.006612507626414299
FOSCTTM 13,0.4317885795186408
Trace 14,0.03333333507180214
FOSCTTM 14,0.5
Trace 15,0.0006171277491375804
FOSCTTM 15,0.38484358942212266
Trace 16,0.002389449393376708
FOSCTTM 16,0.38251995358812974
Trace 17,0.004147463943809271
FOSCTTM 17,0.3889235060233814
Trace 18,0.012550737708806992
FOSCTTM 18,0.35488967160468243
Trace 19,0.006750511471182108
FOSCTTM 19,0.45842677246851815
Trace 20,0.06372549384832382
FOSCTTM 20,0.38235294117647056
Trace 21,0.09836065769195557
FOSCTTM 21,0.3647540983606557
Trace 22,0.003086419776082039
FOSCTTM 22,0.41942719116632166
Trace 23,0.05409394949674606
FOSCTTM 23,0.44663669663669653
Trace 24,0.005656566005200148
FOSCTTM 24,0.428018018018018
Trace 25,0.006858214735984802
FOSCTTM 25,0.3912146139024752
Trace 26,0.004996228963136673
FOSCTTM 26,0.42973051289481307
Trace 27,0.014010582119226456
FOSCTTM 27,0.3854153297682709
Trace 28,0.01679961383342743
FOSCTTM 28,0.4387755102040816
Trace 29,0.0
FOSCTTM 29,0.41580254444057163
Trace 30,0.09104938060045242
FOSCTTM 30,0.4123931623931624
Trace 31,0.09904762357473373
FOSCTTM 31,0.42
Trace 32,0.1913580298423767
FOSCTTM 32,0.34477124183006536
Trace 33,0.25925925374031067
FOSCTTM 33,0.3125
Trace 34,0.015246212482452393
FOSCTTM 34,0.4460643015521064
Trace 35,0.0073104314506053925
FOSCTTM 35,0.42050390227349843
Trace 36,0.3472222089767456
FOSCTTM 36,0.10000000000000002
Trace 37,0.05088183656334877
FOSCTTM 37,0.3508036338225018
Trace 38,0.014761456288397312
FOSCTTM 38,0.4380101578088155
Trace 40,0.013575348071753979
FOSCTTM 40,0.3656991602774735
Trace 41,0.5857142806053162
FOSCTTM 41,0.10714285714285714
Trace 42,0.052104901522397995
FOSCTTM 42,0.3381287297527707
Trace 43,0.12745098769664764
FOSCTTM 43,0.3014705882352941
Trace 44,0.01479493547230959
FOSCTTM 44,0.443809651834924
Average Trace,0.05907295066969131
Average FOSCTTM,0.38133997069148795
