Trace 0,0.0315040647983551
FOSCTTM 0,0.34966877446552236
Trace 1,0.09619835019111633
FOSCTTM 1,0.25572390572390574
Trace 2,0.20000000298023224
FOSCTTM 2,0.33888888888888885
Trace 3,0.012117055244743824
FOSCTTM 3,0.3008147545184582
Trace 4,0.021335534751415253
FOSCTTM 4,0.31376981796829123
Trace 5,0.011504780501127243
FOSCTTM 5,0.37645967022531723
Trace 6,0.059737153351306915
FOSCTTM 6,0.2959326788218794
Trace 7,0.07605497539043427
FOSCTTM 7,0.3013128082100493
Trace 8,0.03502045199275017
FOSCTTM 8,0.37887222600924036
Trace 9,0.05032467469573021
FOSCTTM 9,0.3936261107313739
Trace 10,0.05360065773129463
FOSCTTM 10,0.3343056508808054
Trace 11,0.04439393803477287
FOSCTTM 11,0.31651376146789
Trace 12,0.07127449661493301
FOSCTTM 12,0.26239669421487605
Trace 13,0.009136224165558815
FOSCTTM 13,0.403388390750354
Trace 14,0.27000001072883606
FOSCTTM 14,0.1
Trace 15,0.0021515802945941687
FOSCTTM 15,0.29437544807297716
Trace 16,0.033644963055849075
FOSCTTM 16,0.27884040645546926
Trace 17,0.0061564138159155846
FOSCTTM 17,0.33329475995489877
Trace 18,0.037234656512737274
FOSCTTM 18,0.22156324458717494
Trace 19,0.005749823525547981
FOSCTTM 19,0.36362198838479676
Trace 20,0.1813725382089615
FOSCTTM 20,0.30330882352941174
Trace 21,0.055373407900333405
FOSCTTM 21,0.32527322404371584
Trace 22,0.038734570145606995
FOSCTTM 22,0.31278276205812433
Trace 23,0.06934388726949692
FOSCTTM 23,0.3492340992340993
Trace 24,0.05892255902290344
FOSCTTM 24,0.33261261261261266
Trace 25,0.012455406598746777
FOSCTTM 25,0.3113587520379427
Trace 26,0.023050887510180473
FOSCTTM 26,0.41932290157442287
Trace 27,0.01646175980567932
FOSCTTM 27,0.3277860962566845
Trace 28,0.042260896414518356
FOSCTTM 28,0.3061353983217653
Trace 29,0.023679547011852264
FOSCTTM 29,0.396523178807947
Trace 30,0.19400352239608765
FOSCTTM 30,0.3611111111111111
Trace 31,0.17599999904632568
FOSCTTM 31,0.25166666666666665
Trace 32,0.1805555522441864
FOSCTTM 32,0.2908496732026144
Trace 33,0.2658730149269104
FOSCTTM 33,0.2916666666666667
Trace 34,0.03298664465546608
FOSCTTM 34,0.2909645232815965
Trace 35,0.005245955195277929
FOSCTTM 35,0.38250480714851265
Trace 36,0.2380952388048172
FOSCTTM 36,0.43333333333333335
Trace 37,0.08270201832056046
FOSCTTM 37,0.36565338923829493
Trace 38,0.029278524219989777
FOSCTTM 38,0.3730047161255215
Trace 40,0.08336680382490158
FOSCTTM 40,0.21987951807228914
Trace 41,0.6928571462631226
FOSCTTM 41,0.05952380952380952
Trace 42,0.1032361164689064
FOSCTTM 42,0.24957374254049453
Trace 43,0.2212885171175003
FOSCTTM 43,0.28125
Trace 44,0.03232865408062935
FOSCTTM 44,0.4137148810323969
Average Trace,0.09060484035977755
Average FOSCTTM,0.31505465151709555
